
Player Number,One,Cards Played,8,Tricks Won,1

Player Number,Two,Cards Played,8,Tricks Won,2

Player Number,Player,Cards Played,7,Tricks Won,2

Player Number,Four,Cards Played,7,Tricks Won,2

,Main Menu Opened,0,Options Menu Pressed,0,Mean FPS,395,Median FPS,261,Worst, 1
